query2.txt,200,-1,0.8100000000000006
query2.txt,200,-1,0.7450000000000008
query2.txt,200,-1,0.7750000000000007
query2.txt,200,-1,0.7600000000000007
query2.txt,200,-1,0.7550000000000007
query2.txt,200,-1,0.8450000000000004
query2.txt,200,-1,0.8050000000000005
query2.txt,200,-1,0.7750000000000007
query2.txt,200,-1,0.7000000000000006
query2.txt,200,-1,0.7850000000000007
query2.txt,400,-1,0.739999999999999
query2.txt,400,-1,0.7649999999999991
query2.txt,400,-1,0.732499999999999
query2.txt,400,-1,0.759999999999999
query2.txt,400,-1,0.7999999999999992
query2.txt,400,-1,0.7624999999999991
query2.txt,400,-1,0.8224999999999992
query2.txt,400,-1,0.7649999999999991
query2.txt,400,-1,0.8024999999999992
query2.txt,400,-1,0.7674999999999991
query2.txt,600,-1,0.774999999999998
query2.txt,600,-1,0.7916666666666649
query2.txt,600,-1,0.7399999999999979
query2.txt,600,-1,0.7849999999999981
query2.txt,600,-1,0.7683333333333314
query2.txt,600,-1,0.8066666666666649
query2.txt,600,-1,0.774999999999998
query2.txt,600,-1,0.7833333333333314
query2.txt,600,-1,0.7399999999999979
query2.txt,600,-1,0.7516666666666646
query2.txt,800,-1,0.7762499999999976
query2.txt,800,-1,0.7612499999999974
query2.txt,800,-1,0.7712499999999974
query2.txt,800,0.3333333333333333,0.7649999999999975
query2.txt,800,-1,0.7749999999999975
query2.txt,800,-1,0.7974999999999978
query2.txt,800,-1,0.7937499999999977
query2.txt,800,-1,0.7699999999999975
query2.txt,800,-1,0.7787499999999976
query2.txt,800,-1,0.7874999999999976
query2.txt,1000,-1,0.7679999999999976
query2.txt,1000,-1,0.7659999999999976
query2.txt,1000,-1,0.7679999999999976
query2.txt,1000,-1,0.7929999999999974
query2.txt,1000,-1,0.7599999999999977
query2.txt,1000,-1,0.7729999999999976
query2.txt,1000,-1,0.7779999999999975
query2.txt,1000,-1,0.7739999999999975
query2.txt,1000,-1,0.7549999999999977
query2.txt,1000,-1,0.7699999999999976
